0 0 0     0 0 1
4294967273 55 266     4294967273 55 266
4294967273 55 266     4294967273 55 266
4294967273 55 266     4294967273 55 266
4294967273 55 266     4294967273 55 266
4294967273 55 266     4294967273 55 266
4294967273 55 266     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 267
4294967273 55 267     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 268
4294967273 55 268     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 269
4294967273 55 269     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 270
4294967273 55 270     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 271
4294967273 55 271     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 272
4294967273 55 272     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 273
4294967273 55 273     4294967273 55 274
4294967273 55 274     4294967273 55 274
4294967273 55 274     4294967273 55 274
4294967273 55 274     4294967273 55 274
4294967273 55 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 274
4294967273 56 274     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 275
4294967273 56 275     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 276
4294967273 56 276     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 277
4294967273 56 277     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 56 278
4294967273 56 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 278
4294967273 57 278     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
4294967273 57 279     4294967273 57 279
